1.2949,2.6411,1.0961,0
1.459,1.0859,0.36502,0
0.7635,0.26,0.38256,0
0.93324,0.63178,0.33706,0
1.1481,1.2798,0.69129,0
0.80288,1.2704,0.4293,0
0.62751,0.457,0.28336,0
1.3299,0.9381,0.53946,0
0.63941,0.58595,0.32049,0
1.1776,1.8464,0.75813,0
0.79821,1.3086,0.28316,0
0.46266,0.18719,0.17602,0
1.4202,1.0944,1.22,0
1.3058,1.7229,0.80174,0
0.91662,1.0318,0.50953,0
0.84382,0.45077,0.36059,0
1.3662,1.3402,0.72951,0
1.0728,2.1472,0.29942,0
1.465,0.907,0.47462,0
1.3911,0.3875,1.1748,0
0.67412,0.89486,0.14222,0
0.71052,0.66941,0.18031,0
0.78904,0.2444,0.64762,0
0.98453,0.565,0.85195,0
0.75265,0.971,0.52361,0
1.1927,0.5001,0.36452,0
0.66046,1.1579,0.36663,0
0.71197,0.55072,0.3034,0
1.1177,1.1696,0.38432,0
1.7772,1.1818,1.4461,0
1.221,0.9584,0.47332,0
0.64702,0.67714,0.35098,0
0.59952,0.2944,0.46517,0
0.74504,0.67569,0.2294,0
1.0714,0.8968,0.31243,0
1.1919,0.4709,0.71092,0
1.0285,1.4889,0.28616,0
1.7591,1.7872,0.36644,0
0.96393,0.3478,0.68874,0
1.0455,0.93456,0.20675,0
1.1103,0.8363,0.32452,0
0.69211,0.19347,0.29886,0
1.122,0.55899,0.26917,0
0.66551,0.39419,0.14421,0
1.35,1.2719,0.51633,0
0.67154,0.75059,0.20845,0
0.69539,1.4502,0.2694,0
0.95134,0.93486,0.24237,0
0.77638,1.3365,0.25108,0
1.3697,0.3884,0.55542,0
1.3303,1.0025,0.34948,0
1.1068,0.3387,0.4767,0
0.73972,0.33666,0.34233,0
0.68924,0.34287,0.22434,0
0.93327,0.388,0.34151,0
0.9899,0.831,0.38605,0
0.87966,0.9779,0.26414,0
1.2446,0.5632,0.78608,0
1.0674,0.6361,0.41313,0
0.66889,0.9417,0.25529,0
0.64586,0.4337,0.31984,0
0.87935,0.55602,0.37528,0
1.6761,0.6611,1.0619,0
0.70081,1.5247,0.33981,0
